QueryID,lpbound_no_prefix,lpbound_InferenceTime
1,310594.0862669483,
2,2377.0000000000123,
3,326803.39823814854,
4,110827.00000000044,
5,1613703.6469562696,
6,1143296.3862336897,
7,1274246.0000000044,
8,68322.068406924,
9,270299.3137656973,
10,1254093.0000000037,
11,200367.99999999994,
12,289.00000000000057,
13,480.00000000000034,
14,22696.000000000004,
15,310341.00000000093,
16,1143296.3862336897,
17,3920.727993625695,
18,6148.000000000008,
19,627098.9999999971,
20,97507.75902973075,
21,409250.9999999998,
22,54118.09616183767,
23,58956.99999999992,
24,1117390.000000002,
25,273.00000000000034,
26,291.00000000000057,
27,325.3306010814226,
28,268.00000000000057,
29,100506.00000000089,
30,18730.99999999998,
31,1722701.3342712654,
32,45433.65894356319,
33,422326.011037684,
34,486077.1106974745,
35,627098.9999999971,
36,75723.00000000045,
37,560612.9753091744,
38,44311.00000000021,
39,1274246.0000000044,
40,1274246.0000000044,
41,1274246.0000000044,
42,194257.00000000175,
43,324410.9999999985,
44,1274246.0000000044,
45,1143296.386233687,
46,144677.0000000018,
47,6468.000000000016,
48,262479.0000000002,
49,157728.00000000166,
50,867.0000000000007,
51,115324.99999999999,
52,1604342.3121491405,
53,84664.57577995655,
54,28826.999999999956,
55,310341.00000000093,
56,22797.25875299815,
57,139903.20429008376,
58,1014.6689115174465,
59,6123.1629296673555,
60,7736.261388126418,
61,823.0000000000002,
62,1005533.1441379759,
63,121313.7215584796,
64,34672.35439282969,
65,23522.28802586305,
66,718.0,
67,2445.002453986518,
68,23891.852272270728,
69,11784.199091392622,
70,36680.3502033806,
71,24204.627288183918,
72,30231.076699410307,
73,29909.44078380606,
74,34635.21207268778,
75,36762.69111238624,
76,25476.944310604227,
77,288.9999999999999,
78,33935.05173852652,
79,37674.03727522519,
80,861.0000000000008,
81,6537.293032500205,
82,7387.087653466682,
83,13493.37627971842,
84,3015.9934437352226,
85,729.2009325282031,
86,4355.10836013936,
87,454.65794993718043,
88,32798.29872175502,
89,47590.7266387056,
90,25588.59704656818,
91,10963.252801974417,
92,12434.338375763271,
93,38972.21676522672,
94,90189.73084112353,
95,93783.16932275912,
96,3735290.4176039663,
97,46637.451688530244,
98,1384.0000000000077,
99,81010.00509196323,
100,292.0000000000019,
101,324.0000000000007,
102,14929.359144836688,
103,6009.783108292866,
104,42262.5112672464,
105,3941.6846788410044,
106,4355.108360139398,
107,1161732.2597078942,
108,44401.119325677115,
109,27806.454139748814,
110,26926.73411314497,
111,1251.0000000000023,
112,1188558.1910680726,
113,11931.527308792223,
114,666190.9561952692,
115,45936.871261492444,
116,161909.65433968836,
117,9650.305791437793,
118,7866255.56149837,
119,457985.99407063524,
120,39005.16076424197,
121,19809.962296375208,
122,115520.00186241764,
123,40066.17263263542,
124,400169.5640593817,
125,4786.000000000008,
126,2061.4216672151265,
127,119597.92305889002,
128,6081.379530994604,
129,76957.40012634473,
130,15672203.306791414,
131,17766.480829303386,
132,520172.74239267054,
133,343948.31305735494,
134,158039.23412874417,
135,40066.17263263542,
136,26320.134424392043,
137,23696.088010471263,
138,175368.5379395894,
139,316395311.68192476,
140,14205.87009605261,
141,29514.000000000182,
142,36911166.329182334,
143,1156.0000000000023,
144,926677.3767991841,
145,20785.81503563987,
146,168642.8145791916,
147,2193.0716166676743,
148,132582.8210138852,
149,25327.542794357385,
150,1597.9838360734348,
151,5516.41072812679,
152,4317972.265535778,
153,4588.784160592334,
154,387.99946370678936,
155,63134.930363468404,
156,35047.15410868893,
157,96648.79872949993,
158,361987.2183977186,
159,2233.003298524888,
160,7577976.441845207,
161,28535927.462321732,
162,144802.25098388531,
163,1018810.0458291778,
164,86872.89096441121,
165,40002.819632576866,
166,420.0000000000043,
167,396.0000000000012,
168,3797.0000000000327,
169,145251.00000000006,
170,132.00000000000057,
171,2229.0000000000123,
172,183128.9999999998,
173,72797.00000000022,
174,58600.570962077814,
175,119728.07765264147,
176,250.0000000000006,
177,2013.000000000014,
178,132.00000000000057,
179,1751.000000000004,
180,9172.000000000044,
181,1015.0000000000048,
182,1449.000000000006,
183,960.0000000000042,
184,132.00000000000136,
185,324.0000000000011,
186,337.2165476366781,
187,269319.0000000023,
188,132.00000000000114,
189,5392.000000000015,
190,835.0000000000047,
191,477.9999999999986,
192,152.000000000001,
193,10799.000000000035,
194,307.0000000000021,
195,1773.0000000000075,
196,3589.999999999994,
197,1335.9999999999964,
198,1545.0000000000107,
199,1176.000000000005,
200,2822.000000000011,
201,135.00000000000009,
202,395.9999999999992,
203,2174133.9999999874,
204,9372.000000000104,
205,336.00000000000153,
206,645460.9999999981,
207,12320.726451287019,
208,14364.000000000078,
209,396.0000000000026,
210,510.49588400752447,
211,167.00000000000037,
212,2886675.0000000284,
213,154183.99999999977,
214,91603.99999999984,
215,132.00000000000023,
216,132.00000000000023,
217,135.00000000000057,
218,564.0000000000015,
219,132.0000000000008,
220,136.028163034832,
221,2031459.1046510423,
222,5120978.086889244,
223,1720037.5518691326,
224,10546.321064712574,
225,125724.34009864678,
226,3977119.0047306917,
227,7608.163114221711,
228,8153.08604149377,
229,5457701.857948994,
230,3043.3000180724794,
231,2721408.587193032,
232,28149629.354324725,
233,2482060.296318361,
234,33170.92733102288,
235,5345.637847815742,
236,419119.5192877583,
237,2836225.8182239286,
238,19706.082639631903,
239,36036890.75027672,
240,24294.912889853622,
241,119176.28121426169,
242,5120978.086889231,
243,657668.8504933697,
244,4507123.123655599,
245,55690676.97914017,
246,1143412.402510927,
247,44352319.0119813,
248,778588.103686397,
249,1602318.5703001495,
250,1455054.3225821413,
251,5136.413242721039,
252,22695344.83674521,
253,4224.784018148156,
254,3001809.600083651,
255,53665618.7460503,
256,5161177.732400403,
257,2179502.6276017716,
258,1040321.9148557271,
259,5272938.634806313,
260,1831711.8291960692,
261,1999008.5616950444,
262,1556686.1499772596,
263,6248464.890739527,
264,11270663.568746172,
265,33987.73900789202,
266,1903517.671236898,
267,55105.18405740066,
268,15605.379328936528,
269,50148.42545883209,
270,8840.836506564767,
271,5333795.362551328,
272,66706118.68904589,
273,110232.16033128889,
274,1268576.4162053207,
275,8292622.5128453,
276,188180.4703310106,
277,24868488.30449562,
278,223995.34234432862,
279,8303.202285321075,
280,2244.3440229080798,
281,50936.57723654608,
282,8401.000000000045,
283,69460.36545729816,
284,13079.543111286444,
285,27843793.080925994,
286,3854.094244525811,
287,29515.461450157138,
288,10803.354413175828,
289,96843198.70132512,
290,85717.59476384411,
291,20200.108885845115,
292,147956.15020072446,
293,24764.695273715875,
294,13433.085412233995,
295,38953.16745136517,
296,50480.42458220824,
297,60213159.5911063,
298,1951.00000000001,
299,93492898.14867677,
300,49264.304802313105,
301,86869.63483899413,
302,173826.37736092423,
303,431858.25270615204,
304,74648.88643939269,
305,4723818.629817096,
306,146812.60114355502,
307,19320991.817724537,
308,37231.35718264255,
309,2205.069318496998,
310,463977.31217666523,
311,87939073.33053152,
312,11644.49787124051,
313,21206.5646146397,
314,39238387.3068262,
315,34029005.6448673,
316,589729.2708821974,
317,30933.936646378468,
318,180521.36647512944,
319,4484129.71258631,
320,5257910.455154654,
321,806660.5995211728,
322,228044101.37553382,
323,777.1989961014668,
324,51236637.16427372,
325,1079903.843389732,
326,391152.2908708222,
327,184604541.8650207,
328,8858.044140779646,
329,357360.00765266607,
330,132084.67870220152,
331,3223897.0000000033,
332,945184.0000000022,
333,179002.00000000047,
334,235282.0000000006,
335,169.6297521484091,
336,10396794.999999998,
337,12670688.000000078,
338,1016773.9999999998,
339,945184.0000000022,
340,1086808.9999999998,
341,647064.2178578578,
342,82575.00000000015,
343,4008036.999999993,
344,4008037.0000000126,
345,4008037.000000003,
346,1703543.000000007,
347,379550.9999999996,
348,7514.999999999994,
349,2323820.0000000075,
350,2051.0000000000005,
351,12767.999999999978,
352,7451973.000000029,
353,5676.000000000003,
354,12670687.999999983,
355,12670688.000000078,
356,259904.00000000023,
357,1590.374887658636,
358,2214955.000000012,
359,460510.0000000005,
360,1513034.0000000028,
361,71340.99999999994,
362,2728943.000000005,
363,11426.0,
364,5534.000000000008,
365,61241.00000000001,
366,2469962.999999996,
367,1378081.0000000037,
368,210679.0000000012,
369,5534.000000000008,
370,102857.31607164572,
371,1870.0,
372,5534.000000000008,
373,21672.832000354003,
374,5534.000000000008,
375,182221.9999999998,
376,9989061.000000035,
377,5534.000000000008,
378,10412.000000000015,
379,276403.00000000146,
380,10919.000000000004,
381,12670688.000000047,
382,6984.000000000004,
383,5534.000000000008,
384,4323018.000000022,
385,9694744.999999989,
386,437082.9688916595,
387,38931.96691666138,
388,547490.4035971125,
389,245458.05871064923,
390,31103964.14940538,
391,5034267.738837666,
392,20676.72040215903,
393,4844104.100325035,
394,1071365.2867337198,
395,195334.02551368994,
396,4990.675521744377,
397,582225.741359239,
398,31122917.451714367,
399,1793121.38816701,
400,14423815.602660997,
401,17310903.12871072,
402,42739.31665340477,
403,8260163.885275209,
404,7669.803452501253,
405,3402895.181719796,
406,6001361.89066808,
407,683854.8468483659,
408,15697.407556663708,
409,66790.08288660855,
410,263108.59546669055,
411,40159572.617477715,
412,2879935.570605715,
413,668801.9445216975,
414,6985903.723058892,
415,18133729.204202116,
416,45970.86021442133,
417,27274913.224821147,
418,5382931.308247427,
419,9217787.133883437,
420,8602170.98154624,
421,7688947.742442243,
422,27274913.224821214,
423,5877.440514373592,
424,31062636.850359958,
425,56630003.72256014,
426,4535491.853882697,
427,419685.0767325427,
428,21232915.898531117,
429,4428026.632285808,
430,1948.68975071257,
431,5863265.608007287,
432,2619736.613740011,
433,1462310.5519451026,
434,5382931.308247427,
435,38122531.001994245,
436,9837118.358066143,
437,266746.2757474493,
438,1240445.619066802,
439,7688947.742442243,
440,473437.1422019251,
441,129210.89971797948,
442,31155.629025908045,
443,10201.28069486228,
444,56779421.66263813,
445,40655749.542352416,
446,1097381.2456680725,
447,56779421.66263813,
448,22077308.214061048,
449,33792.12810700147,
450,10697460.416179772,
451,113798.13770290217,
452,6523508.1244713925,
453,7017358.217127999,
454,259040.1996469697,
455,12280931.497006316,
456,3824502.4651758536,
457,2761530.7332383627,
458,1281794.2485249974,
459,4482188.499298802,
460,992866.7989689803,
461,8860.736844080802,
462,3794437.8367539686,
463,353159.22418138606,
464,6413218.147791195,
465,31726.02040912162,
466,110232.16033128835,
467,5120978.086889231,
468,22695344.8367451,
469,2835115.1857510232,
470,110192.80506602969,
471,8051797.465939414,
472,32651.02368992442,
473,28756.318279640713,
474,2930708.32350405,
475,16239.278309087545,
476,390534.50738398434,
477,91338.69997868057,
478,6393121.112198841,
479,110232.16033128835,
480,636891.4239106774,
481,115398.24140774485,
482,39621306.328942336,
483,40107.36909845873,
484,1740391.348423528,
485,5072075.388151685,
486,440928.6413251534,
487,5810.597903830554,
488,8654.329841183559,
489,52654.24294394532,
490,2739122.091745833,
491,4482188.499298802,
492,1596404.4264110872,
493,16141.244204743854,
494,2527404.525898644,
495,10648668.996184126,
496,997.3287374105257,
497,2887.3649612092004,
498,5000397.698596462,
499,2369.322474592389,
500,24272.468679205882,
501,781.668123068343,
502,9344.057966504119,
503,37683.300243961705,
504,15548.508993494597,
505,9862364.617390018,
506,7297038.472853313,
507,22985285.2770151,
508,35562770.88898162,
509,690832.6936473117,
510,57321.00363196954,
511,407025.0576457605,
512,54639.26102079185,
513,513174.06524859514,
514,22638.470595612536,
515,2054095.143271845,
516,316395311.68192166,
517,25748.53223001259,
518,266090.06301626575,
519,1607.738608744399,
520,54109.45351338594,
521,287317.4845219133,
522,32868.503636573856,
523,316395311.68192166,
524,40005.11987119195,
525,306811.44944411836,
526,1392809.4499851735,
527,4544.00000000002,
528,39449458.46956017,
529,12798642.442204518,
530,103450.00873180399,
531,4781.34259387465,
532,236390.1594081269,
533,25420288.562228672,
534,2867.0000000000014,
535,29214168.18638403,
536,443542.64272558945,
537,451231.0249947574,
538,79658.16980699479,
539,7375.000000000024,
540,18824.562336989675,
541,164908.65448115362,
542,5604.775239595247,
543,14955.394924083506,
544,16689.71803236954,
545,17015.999999999978,
546,21481.565589673897,
547,2610.0000000000127,
548,18650.305507946145,
549,13752474.46268264,
550,3272.493252846843,
551,1536201.7647070086,
552,9338371.00131644,
553,205454.64673560415,
554,132672.07489144057,
555,1318318752.7073386,
556,219498.3526333515,
557,66671636.92716175,
558,166092384.95325854,
559,514202.91583784844,
560,2377207.912671511,
561,1927556.0412864047,
562,105685.46965419965,
563,16175153.21745036,
564,47595956.25506054,
565,26027109.962400682,
566,814937.0196911128,
567,242878.29500204054,
568,1236328.0808314472,
569,26930342.292708736,
570,714463.8587597694,
571,1757865.6733184648,
572,276576.78059216915,
573,2279022.5204118015,
574,119751.31281761873,
575,3726325.7208175003,
576,24561286.351437174,
577,75066828.76380527,
578,758860.881443782,
579,370339.1501805321,
580,3342675.0001639444,
581,50168318.37193302,
582,330198.3936800106,
583,126630.01953199928,
584,452022.29252664995,
585,13249342.853001783,
586,3506384.102225361,
587,758654.8793798807,
588,310601424.80892855,
589,889310.1501497044,
590,17162119.709567606,
591,124298500.34619153,
592,16474967.325678462,
593,1857812.359559925,
594,5176.7484968848985,
595,555307675.1460713,
596,222513720.8111958,
597,3426650.396412146,
598,150130772.35473552,
599,3444014.2214071197,
600,8069293.682126583,
601,254814.8509760912,
602,6044453.99062984,
603,1463281.541830487,
604,711762719.5674157,
605,22547.85366598886,
606,3304905.1684378623,
607,1862098.7959122604,
608,27175890.878041603,
609,644903833.2530763,
610,1251276.5962405778,
611,41815941.98532451,
612,19451152.752564725,
613,1765429.2213105266,
614,313569821.94358814,
615,1657640.8414275867,
616,1200332902.8832502,
617,246474606.9396512,
618,28491.234020308813,
619,1788371.1077699508,
620,49115.142643017905,
621,5041426.957554922,
622,154108.43981755184,
623,4452871.284337762,
624,1924520.3472196271,
625,663614.4272146297,
626,2604008.8047412615,
627,8104211.869351212,
628,20935744.969892766,
629,33564.49926736962,
630,6004384.469079015,
631,126853.45247757417,
632,8001240.317477772,
633,1136174.9158507814,
634,5883890.178328804,
635,154108.43981755263,
636,31587874.360893868,
637,2131463739.1621404,
638,1366285.5115150271,
639,2934084.32756914,
640,60167.29366457038,
641,996526356.8750618,
642,25170205.13497365,
643,4896328.820324943,
644,29054904.898819167,
645,145739.01846573164,
646,1525732.8171964588,
647,259008.0496785304,
648,2419596.6439040755,
649,4904357.882686896,
650,11516917.201895038,
651,9460.701136808031,
652,462583.35947652865,
653,8862802.968302917,
654,8278356.785076176,
655,2419596.6439040694,
656,807995.0854921158,
657,18668969.725773785,
658,165270528.53441,
659,6147079.624126326,
660,10908974.405709134,
661,4825310.068808402,
662,5516177.255264802,
663,70708081.19783953,
664,34136303.31172028,
665,38843086.013194345,
666,597776810.8835591,
667,8046442.823523428,
668,72510947.32905804,
669,50884671.46500116,
670,124641558.09356216,
671,826555.6527106964,
672,250907.15286934332,
673,42816151.13407336,
674,159675.7680989819,
675,669203.1961639165,
676,2416758.5558475982,
677,68063.99999999991,
678,54003.34591486003,
679,28333212.001824822,
680,154693184.15170762,
681,11113172.807735058,
682,47459462.666804455,
683,24637168.374392226,
684,140218967.70237303,
685,32909471.290589456,
686,29957914.19198492,
687,122936674.10505031,
688,42613832.97329491,
689,377676.6470906841,
690,9877044.732192434,
691,21275533.30633513,
692,1585313.4118427013,
693,1547565.5862237331,
694,12614354.179311676,
695,148748.87929448014,
696,15853562.31560497,
697,28927364.003070988,
698,158761605.87345108,
699,655201.5405138271,
700,15508680.922126895,
701,7540743.461520296,
702,4023977.1149052186,
703,389994835.65634465,
704,393864.25013090065,
705,7052842.839663074,
706,46119204.0628161,
707,787985973.429732,
708,2109894.1917912564,
709,127887.36984177162,
710,6057034.434661871,
711,232394266.16900194,
712,5707923.320217275,
713,655905.383558102,
714,219500945.2136941,
715,20427.14103119996,
716,20812292.883637123,
717,1159769768.5943463,
718,1355257.118692575,
719,249923594.32521722,
720,4494417.0980863115,
721,582795286.2348543,
722,7023107.711707331,
723,94945855.08337617,
724,53616876.75154381,
725,3192313788.9204187,
726,2517555128.783555,
727,466907.0970889181,
728,374208712.742915,
729,345615135.80945444,
730,351763939.7967471,
731,79545203.57577331,
732,779881626.1673396,
733,104130512.87204227,
734,2115606180.7536628,
735,542987105.303806,
736,529155158.1766651,
737,58906894.47224587,
738,351763939.79675055,
739,1126672267.439829,
740,1303925689.0475893,
741,349918138.9155601,
742,154125374.3775856,
743,279010155.21067643,
744,1169668018.2172353,
745,129648284.93611957,
746,9377525049.59856,
747,102382794.85369554,
748,187428199.15598723,
749,495541890.2406783,
750,220475598.74349082,
751,2248215.576845342,
752,624896376.8950655,
753,105835288.5211054,
754,221024115.17065334,
755,2607744.9520636247,
756,371417.14213254506,
757,98059740.62905918,
758,135199092.86666083,
759,31330151.59817959,
760,162709762.37235904,
761,381964811.56288415,
762,402102133.5703241,
763,4089031806.9253,
764,2476282.6390125584,
765,143968142.17746577,
766,16606575.687512422,
767,1749097.1912206237,
768,232882374.23643592,
769,4944539117.451348,
770,5226773.805127092,
771,7456187.088522631,
772,36851374210.17732,
773,84583305.02779348,
774,38626.25995356012,
775,606286401.0585108,
776,2637477.5428294516,
777,6150317.001523335,
778,220460719.17570445,
779,8078509506.068076,
780,1296262096.8089263,
781,14935613.389411582,
782,274445.67608920345,
783,667455.197581204,
784,1240167.6210929248,
785,671772.1067733607,
786,3270625.2003735257,
787,863507952.3434815,
788,30991607.48689468,
789,45910889.19801135,
790,8078509506.068076,
791,1006592746.483601,
792,64921054.92834629,
793,107350103.69345498,
794,549128.338164285,
795,7106933.463660771,
796,105738129.61943097,
797,8776448.106967384,
798,626310147.6619264,
799,40979.43859008312,
800,1313413.403753533,
801,3676187821.3170166,
802,45860556.320339486,
803,4256432322.284985,
804,7729702.698140162,
805,7471404.13244547,
806,35880778488.62859,
807,815269134.173185,
808,22813023.7924739,
809,4527509.827468651,
810,176650.51293879002,
811,4058055.0850728583,
812,1948155.3411396588,
813,39797399.25723904,
814,6215371.967047307,
815,2342855.2135373657,
816,53858392.22708941,
817,2714756.920857242,
818,34719893.7878205,
819,433605.20820799464,
820,25416545.27730656,
821,1547043113.758513,
822,162331.66272157995,
823,378356933.6373156,
824,1025254067.8754834,
825,330684.3460210739,
826,617768049.2718244,
827,52519069.04144531,
828,9827065.786447588,
829,213413075083.59552,
830,24866927921.382298,
831,122608276192.67789,
832,58927262048.11728,
833,1163602242348.7263,
834,1499794866416.8943,
835,250518551387.4459,
836,2055107872.9744267,
837,518589264.6294731,
838,103153576150.53755,
839,1613840815146.324,
840,1065163891546.4628,
841,4653210671.675447,
842,193964083389.6419,
843,3306547681.071433,
844,565488470.8915063,
845,22251068.93513846,
846,364746274.0421499,
847,831245849706.7324,
848,501096197.908738,
849,195125242.642635,
850,577249827.1015577,
851,1065263711813.5682,
852,528422101.6971542,
853,4423063381.037454,
854,43485453268.90338,
855,11976133220.712925,
856,298368627.60317093,
857,31675675.444825143,
858,316800455.2318439,
859,22377674682.39672,
860,454690117141.8368,
861,1472316295572.6362,
862,4515353585.213825,
863,1290619748912.2996,
864,333731967355.17725,
865,5401409943.54338,
866,6519328.126128715,
867,1184952122.9913468,
868,55418232.386603564,
869,454180427.56609976,
870,15366575112.96968,
871,1263714313.577431,
872,1312486374.528528,
873,132444677.29476433,
874,259953307.5299851,
875,834983791.8950834,
876,446495902.803992,
877,3031666.5627201535,
878,172708563.389884,
879,658292.3000905766,
880,24662517.737770803,
881,115082945481.60164,
882,378340.64537876606,
883,2254570637.753412,
884,51416337.97821069,
885,8071448.640785785,
886,31126058.722428966,
887,97217166.6158349,
888,14911851661.133604,
889,36692451221.97303,
890,20240005.64530337,
891,18633103.20535635,
892,10834192.174721524,
893,65784435.96252007,
894,16211802.562799985,
895,329763789.1566701,
896,107756288.42359285,
897,14972645.035842007,
898,705993342.6041516,
899,1205350.599660094,
900,372019282.36286634,
901,470873297.1026182,
902,873579210.653943,
903,2386303693.748507,
904,8949577.948271085,
905,12461973.194065342,
906,12362072171.86562,
907,442824539.85249346,
908,64964710.6455869,
909,8972.901759707125,
910,111098.16759515036,
911,1634384.4279026515,
912,128347838.29539259,
913,9986774.220152894,
914,10602323.71870564,
915,4825310.068808414,
916,98657128.2068106,
917,68174840.85610962,
918,7263723.8065329045,
919,3793056940.5721555,
920,20893788.374123566,
921,9302529.944869101,
922,7758674931.674292,
923,6867121.087004354,
924,11652944593.73124,
925,11564076553.547129,
926,7031063.2660415005,
927,6573615.718936605,
928,39637705.87131298,
929,10669021.131103154,
930,948390.3801262394,
931,951969.979913757,
932,324407051.92790854,
933,5456085.735559435,
934,13218340.071191091,
935,2495237239.761573,
936,48682.33360829355,
937,58970.237479935146,
938,444113960.15076697,
939,7760.064110559959,
940,323292.3329235197,
941,151985603.55437887,
942,1932.2358705032007,
943,24981790.75610096,
944,33204.00000000005,
945,304191.8475014224,
946,2430.000000000001,
947,275197.7735341328,
948,63121.66784102857,
949,26830.301617052777,
950,929808.9529476301,
951,176515.70471112733,
952,2611752.7413927373,
953,694.5659633166802,
954,1354.334184825105,
955,506456.2775924722,
956,2574.141362657598,
957,14135.770159421827,
958,33918.698120745015,
959,1272535.3545056065,
960,231519.2531389474,
961,269596.30941986653,
962,105459565.79278809,
963,20200.10888584519,
964,325026.42209104635,
965,453081673.3226271,
966,628244.0057320229,
967,223430.44535583825,
968,46434.20120772962,
969,19796.16002871817,
970,1177246.9381867961,
971,165644.2711466419,
972,142454.3289619512,
973,834153.5722260725,
974,35889.58815492315,
975,1019746.9501564776,
976,1259753.6889533193,
977,714.8461212450991,
978,56341.98555425524,
979,1935.0000000000011,
980,233695.59010251897,
981,40819.55918371925,
982,15334.999999999936,
983,10822917.783167265,
984,567056.7038378635,
985,281737.0942796465,
986,476054.4445078086,
987,191152.53155513512,
988,57850.003161772045,
989,5388.805062349172,
990,44895914.34339987,
991,2809131.657053281,
992,238384.8248765511,
993,5651905.957273999,
994,7534.268245821888,
995,1381488.5332794192,
996,43247.033777289405,
997,173227.08457265794,
998,43247.033777289405,
999,24909.6068559631,
1000,246987.47281789198,
